"","literature.path","explained.by"
"250","SRC1->PKC-mu","NF"
"251","SRC1->MEK1/2","NF"
"252","SRC1->ADAM17","NF"
"253","SRC1->STAT5A","NF"
"254","SRC1->ERK1/2","NF"
"255","SRC1->APC protein","NF"
"256","SRC1->BRG1","NF"
"257","SRC1->NF-kB1 (p50)","NF"
"258","SRC1->PKC-lambda/iota","NF"
"259","mTOR->MAP2K","NF"
"260","mTOR->SRC1","NF"
"261","mTOR->NUR77","NF"
"262","mTOR->GSK3B","mTOR->GSK3B"
"263","mTOR->NF-kB","NF"
"264","mTOR->ITGB4","mTOR->ITGB4"
"265","mTOR->E2F1","NF"
"266","mTOR->LKB1","mTOR->LKB1"
"267","mTOR->AMPK","NF"
"268","mTOR->c-IAP2","NF"
"269","mTOR->FOXO3A","NF"
"270","mTOR->P70S6K","NF"
"271","mTOR->CDK1","NF"
"272","mTOR->STAT3","NF"
"273","mTOR->MAP3K","NF"
"274","mTOR->GSK3A","mTOR->GSK3A"
"275","mTOR->Tuberin","NF"
"276","mTOR->C/EBPbeta","NF"
"277","mTOR->c-Abl","NF"
"278","mTOR->p300","NF"
"279","mTOR->AKT","NF"
"280","mTOR->ESR1","NF"
"281","mTOR->EGFR","mTOR->EGFR"
"282","mTOR->Cyclin D","NF"
"283","mTOR->RAF1","none"
"284","mTOR->Androgen receptor","NF"
"285","mTOR->HGF receptor (Met)","NF"
"286","mTOR->B-Raf","NF"
"287","mTOR->PKC","NF"
"288","mTOR->HSF1","NF"
"289","mTOR->NOTCH1 (NICD)","NF"
"290","mTOR->AKT1","NF"
"291","mTOR->FAK1","NF"
"292","mTOR->IKK-beta","NF"
"293","mTOR->Cyclin D1","NF"
"294","mTOR->PRKAB1","mTOR->PRKAB1"
"295","mTOR->MAPK1","NF"
"296","mTOR->ErbB4","NF"
"297","mTOR->Beta-catenin","NF"
"298","mTOR->Sirtuin1","NF"
"299","mTOR->H-Ras","NF"
"300","mTOR->JNK2(MAPK9)","NF"
"301","mTOR->p53","NF"
"302","mTOR->PAK1","NF"
"303","mTOR->KLF5","NF"
"304","mTOR->HSP70","NF"
"305","mTOR->SIK","NF"
"306","mTOR->VIL2","NF"
"307","mTOR->CARM1","NF"
"308","mTOR->TC21","NF"
"309","mTOR->LEPR","mTOR->LEPR"
"310","mTOR->GRB2","NF"
"311","mTOR->ETS1","NF"
"312","mTOR->MITF","NF"
"313","mTOR->MUC1","NF"
"314","mTOR->ErbB3","NF"
"315","mTOR->LRP6","NF"
"316","mTOR->NF-AT2(NFATC1)","NF"
"317","mTOR->PP1-cat","NF"
"318","mTOR->YB-1","NF"
"319","mTOR->PIK3C3","mTOR->PIK3C3"
"320","mTOR->RelB (NF-kB subunit)","NF"
"321","mTOR->IGF-1 receptor","NF"
"322","mTOR->Bcl-3","NF"
"323","mTOR->c-Myc","NF"
"324","mTOR->Aurora-A","NF"
"325","mTOR->MAPK3","NF"
"326","mTOR->PRAS40","NF"
"327","mTOR->BCL10","mTOR->BCL10"
"328","mTOR->EGR1","NF"
"329","mTOR->N-Myc","NF"
"330","mTOR->PP2A catalytic","NF"
"331","mTOR->STAT1","NF"
"332","mTOR->PRKAA1","none"
"333","mTOR->PP2A cat (alpha)","NF"
"334","mTOR->PI-TP","NF"
"335","mTOR->STAT5B","NF"
"336","mTOR->c-Jun","NF"
"337","mTOR->JAK2","NF"
"338","mTOR->Axin","NF"
"339","mTOR->FRAT1","NF"
"340","mTOR->Shc","NF"
"341","mTOR->GRB10","NF"
"342","mTOR->RAP-1A","NF"
"343","mTOR->p120GAP","NF"
"344","mTOR->ErbB2","NF"
"345","mTOR->CDC42","NF"
"346","mTOR->JAK1","NF"
"347","mTOR->JunB","NF"
"348","mTOR->SP1","NF"
"349","mTOR->P90S6K","mTOR->P90S6K"
"350","mTOR->Paxillin","NF"
"351","mTOR->SHP-2","NF"
"352","mTOR->Securin","NF"
"353","mTOR->SRC","none"
"354","mTOR->Raptor","NF"
"355","mTOR->RHEB2","NF"
"356","mTOR->Prolactin receptor","NF"
"357","mTOR->CDC25A","NF"
"358","mTOR->RIPK2","NF"
"359","mTOR->Rictor","NF"
"360","mTOR->BMAL1","NF"
"361","mTOR->ESPL1","mTOR->ESPL1"
"362","mTOR->AML1 (RUNX1)","NF"
"363","mTOR->DEPTOR","NF"
"364","mTOR->PLK1","NF"
"365","mTOR->ROCK1","NF"
"366","mTOR->YY1","NF"
"367","mTOR->PKC-theta","NF"
"368","mTOR->SREBP1 (nuclear)","NF"
"369","mTOR->CREB1","NF"
"370","mTOR->WDR3","none"
"371","mTOR->G-protein alpha-i2","NF"
"372","mTOR->PKA-cat alpha","NF"
"373","mTOR->PTEN","NF"
"374","mTOR->DNA-PK","NF"
"375","mTOR->GRP78","NF"
"376","mTOR->RARalpha","NF"
"377","mTOR->C/EBPalpha","NF"
"378","mTOR->GCR-alpha","NF"
"379","mTOR->PKC-mu","NF"
"380","mTOR->MEK1/2","NF"
"381","mTOR->ADAM17","NF"
"382","mTOR->STAT5A","NF"
"383","mTOR->ERK1/2","NF"
"384","mTOR->APC protein","NF"
"385","mTOR->BRG1","NF"
"386","mTOR->NF-kB1 (p50)","NF"
"387","mTOR->PKC-lambda/iota","NF"
"388","NUR77->MAP2K","NF"
"389","NUR77->SRC1","NF"
"390","NUR77->mTOR","NF"
"391","NUR77->GSK3B","NF"
"392","NUR77->NF-kB","NF"
"393","NUR77->ITGB4","NF"
"394","NUR77->E2F1","NF"
"395","NUR77->LKB1","NF"
"396","NUR77->AMPK","NF"
"397","NUR77->c-IAP2","NF"
"398","NUR77->FOXO3A","NF"
"399","NUR77->P70S6K","NF"
"400","NUR77->CDK1","NF"
"401","NUR77->STAT3","NF"
"402","NUR77->MAP3K","NF"
"403","NUR77->GSK3A","NF"
"404","NUR77->Tuberin","NF"
"405","NUR77->C/EBPbeta","NF"
"406","NUR77->c-Abl","NF"
"407","NUR77->p300","NF"
"408","NUR77->AKT","NF"
"409","NUR77->ESR1","NF"
"410","NUR77->EGFR","NF"
"411","NUR77->Cyclin D","NF"
"412","NUR77->RAF1","NF"
"413","NUR77->Androgen receptor","NF"
"414","NUR77->HGF receptor (Met)","NF"
"415","NUR77->B-Raf","NF"
"416","NUR77->PKC","NF"
"417","NUR77->HSF1","NF"
"418","NUR77->NOTCH1 (NICD)","NF"
"419","NUR77->AKT1","NF"
"420","NUR77->FAK1","NF"
"421","NUR77->IKK-beta","NF"
"422","NUR77->Cyclin D1","NF"
"423","NUR77->PRKAB1","NF"
"424","NUR77->MAPK1","NF"
"425","NUR77->ErbB4","NF"
"426","NUR77->Beta-catenin","NF"
"427","NUR77->Sirtuin1","NF"
"428","NUR77->H-Ras","NF"
"429","NUR77->JNK2(MAPK9)","NF"
"430","NUR77->p53","NF"
"431","NUR77->PAK1","NF"
"432","NUR77->KLF5","NF"
"433","NUR77->HSP70","NF"
"434","NUR77->SIK","NF"
"435","NUR77->VIL2","NF"
"436","NUR77->CARM1","NF"
"437","NUR77->TC21","NF"
"438","NUR77->LEPR","NF"
"439","NUR77->GRB2","NF"
"440","NUR77->ETS1","NF"
"441","NUR77->MITF","NF"
"442","NUR77->MUC1","NF"
"443","NUR77->ErbB3","NF"
"444","NUR77->LRP6","NF"
"445","NUR77->NF-AT2(NFATC1)","NF"
"446","NUR77->PP1-cat","NF"
"447","NUR77->YB-1","NF"
"448","NUR77->PIK3C3","NF"
"449","NUR77->RelB (NF-kB subunit)","NF"
"450","NUR77->IGF-1 receptor","NF"
"451","NUR77->Bcl-3","NF"
"452","NUR77->c-Myc","NF"
"453","NUR77->Aurora-A","NF"
"454","NUR77->MAPK3","NF"
"455","NUR77->PRAS40","NF"
"456","NUR77->BCL10","NF"
"457","NUR77->EGR1","NF"
"458","NUR77->N-Myc","NF"
"459","NUR77->PP2A catalytic","NF"
"460","NUR77->STAT1","NF"
"461","NUR77->PRKAA1","NF"
"462","NUR77->PP2A cat (alpha)","NF"
"463","NUR77->PI-TP","NF"
"464","NUR77->STAT5B","NF"
"465","NUR77->c-Jun","NF"
"466","NUR77->JAK2","NF"
"467","NUR77->Axin","NF"
"468","NUR77->FRAT1","NF"
"469","NUR77->Shc","NF"
"470","NUR77->GRB10","NF"
"471","NUR77->RAP-1A","NF"
"472","NUR77->p120GAP","NF"
"473","NUR77->ErbB2","NF"
"474","NUR77->CDC42","NF"
"475","NUR77->JAK1","NF"
"476","NUR77->JunB","NF"
"477","NUR77->SP1","NF"
"478","NUR77->P90S6K","NF"
"479","NUR77->Paxillin","NF"
"480","NUR77->SHP-2","NF"
"481","NUR77->Securin","NF"
"482","NUR77->SRC","NF"
"483","NUR77->Raptor","NF"
"484","NUR77->RHEB2","NF"
"485","NUR77->Prolactin receptor","NF"
"486","NUR77->CDC25A","NF"
"487","NUR77->RIPK2","NF"
"488","NUR77->Rictor","NF"
"489","NUR77->BMAL1","NF"
"490","NUR77->ESPL1","NF"
"491","NUR77->AML1 (RUNX1)","NF"
"492","NUR77->DEPTOR","NF"
"493","NUR77->PLK1","NF"
"494","NUR77->ROCK1","NF"
"495","NUR77->YY1","NF"
"496","NUR77->PKC-theta","NF"
"497","NUR77->SREBP1 (nuclear)","NF"
"498","NUR77->CREB1","NF"
"499","NUR77->WDR3","NF"
"500","NUR77->G-protein alpha-i2","NF"
"501","NUR77->PKA-cat alpha","NF"
"502","NUR77->PTEN","NF"
"503","NUR77->DNA-PK","NF"
"504","NUR77->GRP78","NF"
"505","NUR77->RARalpha","NF"
"506","NUR77->C/EBPalpha","NF"
"507","NUR77->GCR-alpha","NF"
"508","NUR77->PKC-mu","NF"
"509","NUR77->MEK1/2","NF"
"510","NUR77->ADAM17","NF"
"511","NUR77->STAT5A","NF"
"512","NUR77->ERK1/2","NF"
"513","NUR77->APC protein","NF"
"514","NUR77->BRG1","NF"
"515","NUR77->NF-kB1 (p50)","NF"
"516","NUR77->PKC-lambda/iota","NF"
"517","GSK3B->MAP2K","NF"
"518","GSK3B->SRC1","NF"
"519","GSK3B->mTOR","none"
"520","GSK3B->NUR77","NF"
"521","GSK3B->NF-kB","NF"
"522","GSK3B->ITGB4","GSK3B->ITGB4"
"523","GSK3B->E2F1","NF"
"524","GSK3B->LKB1","GSK3B->LKB1"
"525","GSK3B->AMPK","NF"
"526","GSK3B->c-IAP2","NF"
"527","GSK3B->FOXO3A","NF"
"528","GSK3B->P70S6K","NF"
"529","GSK3B->CDK1","NF"
"530","GSK3B->STAT3","NF"
"531","GSK3B->MAP3K","NF"
"532","GSK3B->GSK3A","GSK3B->GSK3A"
"533","GSK3B->Tuberin","NF"
"534","GSK3B->C/EBPbeta","NF"
"535","GSK3B->c-Abl","NF"
"536","GSK3B->p300","NF"
"537","GSK3B->AKT","NF"
"538","GSK3B->ESR1","NF"
"539","GSK3B->EGFR","GSK3B->EGFR"
"540","GSK3B->Cyclin D","NF"
"541","GSK3B->RAF1","none"
"542","GSK3B->Androgen receptor","NF"
"543","GSK3B->HGF receptor (Met)","NF"
"544","GSK3B->B-Raf","NF"
"545","GSK3B->PKC","NF"
"546","GSK3B->HSF1","NF"
"547","GSK3B->NOTCH1 (NICD)","NF"
"548","GSK3B->AKT1","NF"
"549","GSK3B->FAK1","NF"
"550","GSK3B->IKK-beta","NF"
"551","GSK3B->Cyclin D1","NF"
"552","GSK3B->PRKAB1","GSK3B->PRKAB1"
"553","GSK3B->MAPK1","NF"
"554","GSK3B->ErbB4","NF"
"555","GSK3B->Beta-catenin","NF"
"556","GSK3B->Sirtuin1","NF"
"557","GSK3B->H-Ras","NF"
"558","GSK3B->JNK2(MAPK9)","NF"
"559","GSK3B->p53","NF"
"560","GSK3B->PAK1","NF"
"561","GSK3B->KLF5","NF"
"562","GSK3B->HSP70","NF"
"563","GSK3B->SIK","NF"
"564","GSK3B->VIL2","NF"
"565","GSK3B->CARM1","NF"
"566","GSK3B->TC21","NF"
"567","GSK3B->LEPR","GSK3B->LEPR"
"568","GSK3B->GRB2","NF"
"569","GSK3B->ETS1","NF"
"570","GSK3B->MITF","NF"
"571","GSK3B->MUC1","NF"
"572","GSK3B->ErbB3","NF"
"573","GSK3B->LRP6","NF"
"574","GSK3B->NF-AT2(NFATC1)","NF"
"575","GSK3B->PP1-cat","NF"
"576","GSK3B->YB-1","NF"
"577","GSK3B->PIK3C3","GSK3B->PIK3C3"
"578","GSK3B->RelB (NF-kB subunit)","NF"
"579","GSK3B->IGF-1 receptor","NF"
"580","GSK3B->Bcl-3","NF"
"581","GSK3B->c-Myc","NF"
"582","GSK3B->Aurora-A","NF"
"583","GSK3B->MAPK3","NF"
"584","GSK3B->PRAS40","NF"
"585","GSK3B->BCL10","GSK3B->BCL10"
"586","GSK3B->EGR1","NF"
"587","GSK3B->N-Myc","NF"
"588","GSK3B->PP2A catalytic","NF"
"589","GSK3B->STAT1","NF"
"590","GSK3B->PRKAA1","none"
"591","GSK3B->PP2A cat (alpha)","NF"
"592","GSK3B->PI-TP","NF"
"593","GSK3B->STAT5B","NF"
"594","GSK3B->c-Jun","NF"
"595","GSK3B->JAK2","NF"
"596","GSK3B->Axin","NF"
"597","GSK3B->FRAT1","NF"
"598","GSK3B->Shc","NF"
"599","GSK3B->GRB10","NF"
"600","GSK3B->RAP-1A","NF"
"601","GSK3B->p120GAP","NF"
"602","GSK3B->ErbB2","NF"
"603","GSK3B->CDC42","NF"
"604","GSK3B->JAK1","NF"
"605","GSK3B->JunB","NF"
"606","GSK3B->SP1","NF"
"607","GSK3B->P90S6K","GSK3B->P90S6K"
"608","GSK3B->Paxillin","NF"
"609","GSK3B->SHP-2","NF"
"610","GSK3B->Securin","NF"
"611","GSK3B->SRC","none"
"612","GSK3B->Raptor","NF"
"613","GSK3B->RHEB2","NF"
"614","GSK3B->Prolactin receptor","NF"
"615","GSK3B->CDC25A","NF"
"616","GSK3B->RIPK2","NF"
"617","GSK3B->Rictor","NF"
"618","GSK3B->BMAL1","NF"
"619","GSK3B->ESPL1","GSK3B->ESPL1"
"620","GSK3B->AML1 (RUNX1)","NF"
"621","GSK3B->DEPTOR","NF"
"622","GSK3B->PLK1","NF"
"623","GSK3B->ROCK1","NF"
"624","GSK3B->YY1","NF"
"625","GSK3B->PKC-theta","NF"
"626","GSK3B->SREBP1 (nuclear)","NF"
"627","GSK3B->CREB1","NF"
"628","GSK3B->WDR3","none"
"629","GSK3B->G-protein alpha-i2","NF"
"630","GSK3B->PKA-cat alpha","NF"
"631","GSK3B->PTEN","NF"
"632","GSK3B->DNA-PK","NF"
"633","GSK3B->GRP78","NF"
"634","GSK3B->RARalpha","NF"
"635","GSK3B->C/EBPalpha","NF"
"636","GSK3B->GCR-alpha","NF"
"637","GSK3B->PKC-mu","NF"
"638","GSK3B->MEK1/2","NF"
"639","GSK3B->ADAM17","NF"
"640","GSK3B->STAT5A","NF"
"641","GSK3B->ERK1/2","NF"
"642","GSK3B->APC protein","NF"
"643","GSK3B->BRG1","NF"
"644","GSK3B->NF-kB1 (p50)","NF"
"645","GSK3B->PKC-lambda/iota","NF"
"646","NF-kB->MAP2K","NF"
"647","NF-kB->SRC1","NF"
"648","NF-kB->mTOR","NF"
"649","NF-kB->NUR77","NF"
"650","NF-kB->GSK3B","NF"
"651","NF-kB->ITGB4","NF"
"652","NF-kB->E2F1","NF"
"653","NF-kB->LKB1","NF"
"654","NF-kB->AMPK","NF"
"655","NF-kB->c-IAP2","NF"
"656","NF-kB->FOXO3A","NF"
"657","NF-kB->P70S6K","NF"
"658","NF-kB->CDK1","NF"
"659","NF-kB->STAT3","NF"
"660","NF-kB->MAP3K","NF"
"661","NF-kB->GSK3A","NF"
"662","NF-kB->Tuberin","NF"
"663","NF-kB->C/EBPbeta","NF"
"664","NF-kB->c-Abl","NF"
"665","NF-kB->p300","NF"
"666","NF-kB->AKT","NF"
"667","NF-kB->ESR1","NF"
"668","NF-kB->EGFR","NF"
"669","NF-kB->Cyclin D","NF"
"670","NF-kB->RAF1","NF"
"671","NF-kB->Androgen receptor","NF"
"672","NF-kB->HGF receptor (Met)","NF"
"673","NF-kB->B-Raf","NF"
"674","NF-kB->PKC","NF"
"675","NF-kB->HSF1","NF"
"676","NF-kB->NOTCH1 (NICD)","NF"
"677","NF-kB->AKT1","NF"
"678","NF-kB->FAK1","NF"
"679","NF-kB->IKK-beta","NF"
"680","NF-kB->Cyclin D1","NF"
"681","NF-kB->PRKAB1","NF"
"682","NF-kB->MAPK1","NF"
"683","NF-kB->ErbB4","NF"
"684","NF-kB->Beta-catenin","NF"
"685","NF-kB->Sirtuin1","NF"
"686","NF-kB->H-Ras","NF"
"687","NF-kB->JNK2(MAPK9)","NF"
"688","NF-kB->p53","NF"
"689","NF-kB->PAK1","NF"
"690","NF-kB->KLF5","NF"
"691","NF-kB->HSP70","NF"
"692","NF-kB->SIK","NF"
"693","NF-kB->VIL2","NF"
"694","NF-kB->CARM1","NF"
"695","NF-kB->TC21","NF"
"696","NF-kB->LEPR","NF"
"697","NF-kB->GRB2","NF"
"698","NF-kB->ETS1","NF"
"699","NF-kB->MITF","NF"
"700","NF-kB->MUC1","NF"
"701","NF-kB->ErbB3","NF"
"702","NF-kB->LRP6","NF"
"703","NF-kB->NF-AT2(NFATC1)","NF"
"704","NF-kB->PP1-cat","NF"
"705","NF-kB->YB-1","NF"
"706","NF-kB->PIK3C3","NF"
"707","NF-kB->RelB (NF-kB subunit)","NF"
"708","NF-kB->IGF-1 receptor","NF"
"709","NF-kB->Bcl-3","NF"
"710","NF-kB->c-Myc","NF"
"711","NF-kB->Aurora-A","NF"
"712","NF-kB->MAPK3","NF"
"713","NF-kB->PRAS40","NF"
"714","NF-kB->BCL10","NF"
"715","NF-kB->EGR1","NF"
"716","NF-kB->N-Myc","NF"
"717","NF-kB->PP2A catalytic","NF"
"718","NF-kB->STAT1","NF"
"719","NF-kB->PRKAA1","NF"
"720","NF-kB->PP2A cat (alpha)","NF"
"721","NF-kB->PI-TP","NF"
"722","NF-kB->STAT5B","NF"
"723","NF-kB->c-Jun","NF"
"724","NF-kB->JAK2","NF"
"725","NF-kB->Axin","NF"
"726","NF-kB->FRAT1","NF"
"727","NF-kB->Shc","NF"
"728","NF-kB->GRB10","NF"
"729","NF-kB->RAP-1A","NF"
"730","NF-kB->p120GAP","NF"
"731","NF-kB->ErbB2","NF"
"732","NF-kB->CDC42","NF"
"733","NF-kB->JAK1","NF"
"734","NF-kB->JunB","NF"
